time,vvin,vsource,vmain,iL151,vfb,ven,vready,vxu151ref,vxu151cmd,iVservice,venable,vVIN5,vsource5,iL121,vBAT,vswitchon,vrestartage,vsnsevent,iVR158,vdamped,iVbulkpass,vbulksw_out,vbulk_en_pin,vrail5,vPROTECTED_12V,vgood5,vgooddelay,vsnsiso,vpgdelay,iVpass,ven151,vdisg,vdisdrain,iVR165
1.465469459999999956e-03,2.509704720000000024e-92,-3.241508659999999902e-93,-3.241299170000000026e-93,4.449046430000000042e-104,-9.714907239999999273e-94,-3.980544040000000097e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.624688070000000262e-01,9.999999979999999707e-10,1.446299260000000038e-16,1.230439519999999961e-11,-4.935062579999999701e-15,0.000000000000000000e+00,0.000000000000000000e+00,1.475469459999999983e-03,0.000000000000000000e+00,4.019647759999999968e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.083038289999999621e-94,2.327347300000000008e+00,1.439665289999999894e-16,9.999999979999999707e-10,9.999638480000000276e-10,3.418920930000000051e-93,0.000000000000000000e+00,-2.509704719999999807e-96,1.587003960000000005e-02,2.294449610000000014e-92,-3.241508659999999902e-93,-9.892092300000000313e-105
1.615469459999999916e-03,2.502329599999999918e-92,-3.235484420000000088e-93,-3.235275310000000019e-93,4.437757520000000230e-104,-9.696852369999999613e-94,-3.973146320000000157e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.758162120000000050e-01,9.999999979999999707e-10,2.562063949999999845e-16,2.149772330000000090e-11,-8.617215849999999987e-15,0.000000000000000000e+00,0.000000000000000000e+00,1.625469459999999942e-03,0.000000000000000000e+00,4.012177360000000205e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.068016200000000035e-94,3.077347300000000008e+00,2.553101870000000070e-16,9.999999979999999707e-10,9.999872179999999086e-10,3.408873939999999998e-93,0.000000000000000000e+00,-2.502329600000000040e-96,2.213151400000000144e-02,2.287707039999999913e-92,-3.235484420000000088e-93,-9.864841359999999408e-105
1.765469460000000093e-03,2.494976139999999949e-92,-3.229471360000000099e-93,-3.229262639999999910e-93,4.426495210000000296e-104,-9.678831049999999074e-94,-3.965762339999999765e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.891636169999999839e-01,9.999999979999999707e-10,4.015206060000000236e-16,3.323349130000000034e-11,-1.331648159999999951e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.775469459999999902e-03,0.000000000000000000e+00,4.004720840000000047e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.053022030000000004e-94,3.827347300000000008e+00,4.003825060000000219e-16,9.999999979999999707e-10,9.999954799999999863e-10,3.398856479999999812e-93,0.000000000000000000e+00,-2.494976139999999811e-96,2.840428370000000133e-02,2.280984279999999835e-92,-3.229471360000000099e-93,-9.837590409999999579e-105
1.894144929999999919e-03,2.488685309999999912e-92,-3.224322050000000153e-93,-3.224113659999999829e-93,4.416856259999999757e-104,-9.663398400000001032e-94,-3.959439030000000130e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.006135079999999737e-01,9.999999979999999707e-10,5.539690820000000142e-16,4.532418309999999941e-11,-1.815705720000000134e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.904144929999999946e-03,0.000000000000000000e+00,3.998335420000000098e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.040181689999999647e-94,4.470724640000000250e+00,5.526158609999999706e-16,9.999900000000000455e-01,4.862867679999999804e-01,3.390286590000000087e-93,0.000000000000000000e+00,-2.488685310000000185e-96,3.378696989999999817e-02,2.275233009999999862e-92,-3.224322050000000153e-93,-9.755837589999999959e-105
1.990000000000000015e-03,2.484009339999999981e-92,-3.220491480000000137e-93,-3.220283339999999944e-93,4.102057289999999909e-104,-9.651918040000000352e-94,-3.954735119999999879e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.012229220000000041e-01,9.999999979999999707e-10,6.847105190000000221e-16,5.554399460000000174e-11,-2.224850410000000097e-14,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000042e-03,0.000000000000000000e+00,3.993585290000000324e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.030629759999999587e-94,4.950000010000000117e+00,6.831970899999999701e-16,9.999900000000000455e-01,7.356630140000000040e-01,3.383916620000000017e-93,1.746349580000000068e-17,0.000000000000000000e+00,3.779695100000000224e-02,2.270958089999999996e-92,-3.220491480000000137e-93,-7.848271579999999437e-105
2.095000000000000074e-03,2.478969359999999837e-92,-3.216300679999999959e-93,-3.216092810000000042e-93,4.393416189999999990e-104,-9.639358080000000793e-94,-3.949588860000000163e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.023272689999999541e-02,9.999999979999999707e-10,8.392270820000000042e-16,6.741124399999999730e-11,-2.699645849999999876e-14,0.000000000000000000e+00,1.000000000000000000e+00,2.105000000000000100e-03,0.000000000000000000e+00,3.988388469999999948e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.020179559999999848e-94,5.000000000000000000e+00,8.376574180000000188e-16,9.999900000000000455e-01,8.723336699999999500e-01,3.377050750000000178e-93,5.170514739999999986e-10,0.000000000000000000e+00,4.062773229999999680e-02,2.266346430000000156e-92,-3.216300679999999959e-93,-9.783088529999999316e-105
2.245000000000000034e-03,2.471759760000000105e-92,-3.210323280000000091e-93,-3.210115789999999981e-93,4.384974780000000304e-104,-9.621443610000000517e-94,-3.942248660000000266e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.023270579999999819e-02,9.999999979999999707e-10,1.067004509999999960e-15,8.435244889999999987e-11,-3.377393600000000221e-14,0.000000000000000000e+00,1.000000000000000000e+00,2.255000000000000060e-03,0.000000000000000000e+00,3.980976169999999917e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.005274290000000416e-94,5.000000000000000000e+00,1.065374649999999946e-15,9.999900000000000455e-01,9.548596980000000345e-01,3.367229259999999912e-93,8.292633570000000325e-10,0.000000000000000000e+00,4.162152599999999897e-02,2.259755209999999877e-92,-3.210323270000000018e-93,-9.728586640000000130e-105
2.394999999999999993e-03,2.464571130000000046e-92,-3.204356979999999887e-93,-3.204149890000000157e-93,4.373941340000000003e-104,-9.603562439999999658e-94,-3.934922109999999894e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.023270209999999736e-02,9.999999979999999707e-10,1.302895359999999978e-15,1.012704249999999962e-10,-4.054188170000000205e-14,0.000000000000000000e+00,1.000000000000000000e+00,2.405000000000000020e-03,0.000000000000000000e+00,3.973577639999999736e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.990396719999999776e-94,5.000000000000000000e+00,1.301204620000000078e-15,9.999900000000000455e-01,9.840350979999999970e-01,3.357436340000000136e-93,9.396395270000000165e-10,0.000000000000000000e+00,4.179698899999999967e-02,2.253183160000000035e-92,-3.204356979999999887e-93,-9.701335700000000773e-105
2.490679280000000165e-03,5.871021460000000036e-05,1.136556959999999953e-10,1.559286129999999940e-12,7.525128010000000489e-09,3.406298299999999963e-11,1.774959479999999984e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.212902800000000669e-02,9.999999979999999707e-10,1.457599980000000062e-15,1.120496380000000012e-10,-4.485356200000000189e-14,0.000000000000000000e+00,1.000000000000000000e+00,2.500679280000000192e-03,0.000000000000000000e+00,1.424963200000000049e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.888201259999999932e-13,5.000000000000000000e+00,1.455855469999999982e-15,9.999900000000000455e-01,9.917703639999999599e-01,7.997975999999999672e-06,9.689035290000001014e-10,1.896614229999999974e-03,4.182216400000000195e-02,2.077759540000000017e-06,1.137028959999999970e-10,-1.004259139999999951e-14
2.574702920000000120e-03,7.320901359999999747e-03,6.687901419999999743e-09,6.375970140000000062e-09,8.804130530000000371e-09,2.004385880000000199e-09,7.827797040000000460e-10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.185114760000000045e-01,9.999999979999999707e-10,1.596122669999999904e-15,1.215079499999999950e-10,-4.863759730000000180e-14,0.000000000000000000e+00,1.000000000000000000e+00,2.584702920000000147e-03,0.000000000000000000e+00,7.763422019999999442e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.589897749999999965e-09,5.000000000000000000e+00,1.594364409999999933e-15,9.999900000000000455e-01,9.953990649999999718e-01,9.973118610000001032e-04,9.826316059999999032e-10,3.827883480000000144e-02,4.182989899999999678e-02,6.013066870000000064e-03,6.687863960000000375e-09,7.971747300000000698e-15
2.724702920000000080e-03,2.028546399999999958e-02,1.841983789999999846e-08,1.809586399999999838e-08,9.001899860000000313e-09,5.520485540000000222e-09,2.222062359999999839e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.229024709999999992e-01,9.999999979999999707e-10,1.849731469999999916e-15,1.383749810000000088e-10,-5.538496940000000125e-14,0.000000000000000000e+00,1.000000000000000000e+00,2.734702920000000106e-03,0.000000000000000000e+00,7.848206100000000392e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.512344459999999759e-09,5.000000000000000000e+00,1.847913369999999872e-15,9.999900000000000455e-01,9.983669680000000213e-01,2.763448490000000157e-03,9.938597559999999044e-10,4.266977059999999683e-02,4.183377900000000149e-02,1.786364340000000037e-02,1.841979849999999913e-08,8.403085960000000568e-15
2.874702920000000040e-03,3.325002750000000118e-02,3.021748189999999829e-08,2.988429119999999832e-08,9.118346900000000720e-09,9.056277930000000579e-09,3.669763590000000019e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.230926160000000019e-01,9.999999979999999707e-10,2.111397350000000037e-15,1.552188850000000040e-10,-6.212314010000000388e-14,0.000000000000000000e+00,1.000000000000000000e+00,2.884702920000000066e-03,0.000000000000000000e+00,7.859797580000000635e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.451880469999999939e-09,5.000000000000000000e+00,2.109516499999999852e-15,9.999900000000000455e-01,9.994162100000000271e-01,4.529585239999999943e-03,9.978292399999999816e-10,4.285991559999999950e-02,4.183446410000000310e-02,2.971424979999999841e-02,3.021744069999999840e-08,8.763993469999999223e-15
3.024702920000000000e-03,4.621459089999999797e-02,4.199135579999999954e-08,4.165088150000000048e-08,9.179817909999999838e-09,1.258494629999999929e-08,5.114784580000000128e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.232176420000000022e-01,9.999999979999999707e-10,2.381042830000000016e-15,1.720396930000000049e-10,-6.885197579999999588e-14,0.000000000000000000e+00,1.000000000000000000e+00,3.034702920000000026e-03,0.000000000000000000e+00,7.822466280000000568e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.038597130000000027e-08,5.000000000000000000e+00,2.379107019999999865e-15,9.999900000000000455e-01,9.997871480000000144e-01,6.295721990000000164e-03,9.992325710000000914e-10,4.298494099999999873e-02,4.183458510000000186e-02,4.156485619999999992e-02,4.199131310000000081e-08,9.075717470000000342e-15
3.174702919999999959e-03,5.917915440000000304e-02,5.368183580000000113e-08,5.333541100000000277e-08,9.204219089999999758e-09,1.608862129999999939e-08,6.549728900000000357e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.233416580000000068e-01,9.999999979999999707e-10,2.658723190000000156e-15,1.888374370000000043e-10,-7.557162340000000443e-14,0.000000000000000000e+00,1.000000000000000000e+00,3.184702919999999986e-03,0.000000000000000000e+00,7.752674620000000489e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.329959959999999973e-08,5.000000000000000000e+00,2.656726089999999996e-15,9.999900000000000455e-01,9.999182859999999895e-01,8.061858740000000384e-03,9.997286899999999755e-10,4.310895669999999930e-02,4.183460640000000175e-02,5.341546269999999930e-02,5.368179180000000034e-08,9.352921710000000218e-15
3.324702919999999919e-03,7.214371790000000118e-02,6.524957630000000088e-08,6.489812549999999519e-08,9.203718730000000068e-09,1.955551090000000114e-08,7.969714130000000589e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.234656580000000059e-01,9.999999979999999707e-10,2.944387139999999831e-15,2.056121499999999888e-10,-8.228205870000000236e-14,0.000000000000000000e+00,1.000000000000000000e+00,3.334702919999999945e-03,0.000000000000000000e+00,7.661600590000000087e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.618285239999999933e-08,5.000000000000000000e+00,2.942331339999999984e-15,9.999900000000000455e-01,9.999646469999999843e-01,9.827995489999999737e-03,9.999040820000001003e-10,4.323295690000000108e-02,4.183461019999999697e-02,6.526606910000000428e-02,6.524953110000000633e-08,9.605384120000000735e-15
3.474702919999999879e-03,8.510828139999999931e-02,7.666899629999999370e-08,7.631316599999999649e-08,9.186583330000000496e-09,2.297794839999999912e-08,9.371564370000000079e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.235896580000000050e-01,9.999999979999999707e-10,3.238029969999999888e-15,2.223638619999999886e-10,-8.898328050000000248e-14,0.000000000000000000e+00,1.000000000000000000e+00,3.484702919999999905e-03,0.000000000000000000e+00,7.556828959999999866e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.902928160000000162e-08,5.000000000000000000e+00,3.235915859999999890e-15,9.999900000000000455e-01,9.999810369999999615e-01,1.159413219999999925e-02,9.999660890000000223e-10,4.335695669999999752e-02,4.183461089999999938e-02,7.711667549999999538e-02,7.666895000000000044e-08,9.839872899999999761e-15
3.624702919999999839e-03,9.807284480000000304e-02,8.792385050000000069e-08,8.756409809999999566e-08,9.158426339999999601e-09,2.635106490000000135e-08,1.075326119999999929e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.237136570000000046e-01,9.999999979999999707e-10,3.539654630000000191e-15,2.390926050000000223e-10,-9.567534919999999394e-14,0.000000000000000000e+00,1.000000000000000000e+00,3.634702919999999865e-03,0.000000000000000000e+00,7.443501429999999795e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.183478899999999889e-08,5.000000000000000000e+00,3.537481129999999841e-15,9.999900000000000455e-01,9.999868309999999649e-01,1.336026899999999927e-02,9.999880100000000039e-10,4.348095650000000090e-02,4.183461100000000071e-02,8.896728190000000036e-02,8.792380320000000381e-08,1.006102260000000066e-14
3.774702919999999799e-03,1.110374080000000041e-01,9.900400810000000191e-08,9.864068079999999385e-08,9.122528200000000183e-09,2.967182430000000117e-08,1.211354689999999964e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.238376570000000038e-01,9.999999979999999707e-10,3.849214500000000062e-15,2.557984099999999850e-10,-1.023582219999999970e-13,0.000000000000000000e+00,1.000000000000000000e+00,3.784702919999999825e-03,0.000000000000000000e+00,7.324645199999999951e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.459682109999999938e-08,5.000000000000000000e+00,3.846981599999999757e-15,9.999900000000000455e-01,9.999888799999999689e-01,1.512640569999999969e-02,9.999957599999999928e-10,4.360495650000000001e-02,4.183461100000000071e-02,1.008178879999999944e-01,9.900395989999999647e-08,1.027152639999999975e-14
3.924702920000000192e-03,1.240019720000000020e-01,1.099027130000000060e-07,1.095360759999999934e-07,9.081283919999999569e-09,3.293820159999999829e-08,1.345158159999999926e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.239616570000000029e-01,9.999999979999999707e-10,4.166687660000000291e-15,2.724813100000000185e-10,-1.090319179999999989e-13,0.000000000000000000e+00,1.000000000000000000e+00,3.934702919999999784e-03,0.000000000000000000e+00,7.202425809999999962e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.731367269999999883e-08,5.000000000000000000e+00,4.164395479999999615e-15,9.999900000000000455e-01,9.999896040000000319e-01,1.689254249999999971e-02,9.999984999999999977e-10,4.372895610000000072e-02,4.183461100000000071e-02,1.126684949999999935e-01,1.099026629999999966e-07,1.047332349999999972e-14
4.074702920000000152e-03,1.369665350000000004e-01,1.206169529999999890e-07,1.202471830000000067e-07,9.037313349999999921e-09,3.614929430000000114e-08,1.476698440000000080e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.240856570000000020e-01,9.999999979999999707e-10,4.492094000000000059e-15,2.891413349999999978e-10,-1.156965019999999878e-13,0.000000000000000000e+00,1.000000000000000000e+00,4.084702919999999744e-03,0.000000000000000000e+00,7.079209829999999501e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.998457049999999725e-08,5.000000000000000000e+00,4.489739640000000323e-15,9.999900000000000455e-01,9.999898600000000082e-01,1.865867920000000013e-02,9.999994680000000912e-10,4.385295630000000250e-02,4.183461100000000071e-02,1.245191009999999932e-01,1.206169029999999929e-07,1.066866540000000069e-14
4.224702920000000111e-03,1.499310990000000121e-01,1.311463280000000005e-07,1.307735519999999931e-07,8.992020249999999392e-09,3.930498240000000125e-08,1.605969999999999987e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.242096570000000011e-01,9.999999979999999707e-10,4.825383229999999742e-15,3.057785169999999933e-10,-1.223518839999999927e-13,0.000000000000000000e+00,1.000000000000000000e+00,4.234702919999999704e-03,0.000000000000000000e+00,6.956258490000000590e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.260940240000000026e-08,5.000000000000000000e+00,4.822971710000000042e-15,9.999900000000000455e-01,9.999899509999999880e-01,2.042481599999999842e-02,9.999998109999999855e-10,4.397695599999999760e-02,4.183461100000000071e-02,1.363697080000000061e-01,1.311462770000000008e-07,1.085886330000000010e-14
